41.125,44.375,2.875
41.1,47.1,2.9
41,49,3
43.25,44.75,2.75
43.3333333333333,47,2.66666666666667
30,30,6
29.75,32.25,6
29.6,34.8,6
30,37,6
30,56.5,6
29.5,59,6
30,61.5,6
32.125,29.125,6
32,32,6
32,35,6
32.125,37.875,6
33,41.25,5.75
33,43.3333333333333,5.66666666666667
33,48,6
33,50.2,5.6
32.6,53.2,6
32,56,6
32,59,6
32,62,6
32.2,64.4,6
35,29,6
35,32,6
35,35,6
35.1111111111111,38.1111111111111,5.44444444444444
35.1304347826087,41.0434782608696,5.17391304347826
35.0625,43.75,5.5
35,48,5.75
35.0909090909091,50.0909090909091,5.22727272727273
35.1428571428571,53,5.28571428571429
35.0714285714286,55.7857142857143,5.64285714285714
35,59,6
35,62,6
34.8,64.4,6
37,29.5,6
37,31,6
37.6666666666667,35.3333333333333,6
37.9473684210526,38.2631578947368,5.31578947368421
37.9615384615385,40.9615384615385,5.03846153846154
38.2142857142857,43.8571428571429,5.35714285714286
39,47,5
37.9523809523809,50.0952380952381,5.23809523809524
38,53,5
38,55.75,5.75
37.25,58.75,6
37,62.5,6
40.5555555555556,38.4444444444444,5.66666666666667
40.5555555555556,40.5555555555556,5.66666666666667
41,44,5
41,47,5
40.8888888888889,49.6111111111111,5.16666666666667
40.6923076923077,53.1538461538462,5.61538461538461
40.3333333333333,55.3333333333333,6
43.7894736842105,44.3157894736842,5.15789473684211
43.92,47.04,5.08
43.5714285714286,49.1428571428571,5.42857142857143
46,45,6
46,47.5,6
24,35.5,9
24,37,9
24,56.5,9
24,58,9
27,27,9
26.7142857142857,29.2857142857143,8.71428571428571
26.2666666666667,32.1333333333333,8.53333333333333
26.3333333333333,35,8.33333333333333
26.2142857142857,37.9285714285714,8.64285714285714
26.6666666666667,40.3333333333333,9
26.4285714285714,53.4285714285714,8.85714285714286
26.25,56.0625,8.5
26.3333333333333,59,8.33333333333333
26.3333333333333,61.8333333333333,8.66666666666667
26.8,64.6,8.8
29.2727272727273,26.2727272727273,8.72727272727273
29.0833333333333,29.0833333333333,8.125
29,32,8
29,35,8
29.0384615384615,37.9615384615385,8.03846153846154
29.2142857142857,40.6428571428571,8.5
29,51,9
29.15,53.15,8.3
29,56,8
29,59,8
29.0384615384615,61.9615384615385,8.03846153846154
29.15,64.85,8.3
29.4,67.2,8.8
32.4,23.8,8.8
32.0434782608696,26.1304347826087,8.17391304347826
32,29,8
32,32,8
32,35,8
32,38,8
32.0384615384615,40.9615384615385,8.03846153846154
32.3684210526316,43.8421052631579,8.10526315789474
32.6666666666667,47.5555555555556,8.22222222222222
32.1739130434783,50.0434782608696,8.1304347826087
32,53,8
32,56,8
32,59,8
32,62,8
32,65,8
32.0588235294118,67.7058823529412,8.41176470588235
34.7142857142857,23.7142857142857,8.71428571428571
34.96,26.08,8.08
35,29,8
35,32,8
34.9615384615385,34.9615384615385,7.96153846153846
35,37.96,7.92
35,41,8
35,44,8
35,47.125,8.125
34.9615384615385,50,7.96153846153846
35,52.875,7.95833333333333
